Age,Salary,Experience,Performance_Score,Gender,Department,Hired,Hiring_Date,Location
39.0,41175,16 years,2,Female,HR,Y,2021-02-25,Boston
30.0,40208,8 years,3,Male,Engineering,Yes,2020-07-13,Seattle
26.0,40204,5 years,7,M,HR,Y,2016-12-06,New York
18.0,25000,0 years,6,M,HR,Yes,2021-07-06,Boston
32.0,25000,11 years,1,,Sales,,2014-07-26,Seattle
34.0,48414,21 years,4,F,Marketing,Y,2020-02-13,New York
27.0,34699,8 years,4,M,Engineering,Yes,2023-12-24,Boston
30.0,67170,7 years,2,M,Sales,No,2015-11-13,Seattle
23.0,28894,3 years,10,F,,Yes,2017-11-16,Austin
47.0,63698,23 years,10,M,Sales,,,Austin
40.0,48864,18 years,6,F,Engineering,Yes,2016-10-11,Boston
47.0,82270,23 years,3,Female,Sales,No,2018-07-14,
35.0,72239,14 years,9,Male,HR,Y,2020-07-01,New York
38.0,60141,16 years,7,Male,HR,Y,,Boston
42.0,68916,21 years,1,Male,Marketing,Yes,2020-10-29,Seattle
47.0,62695,29 years,10,,Engineering,No,2021-05-14,Seattle
36.0,50378,13 years,1,M,Engineering,,,New York
39.0,55223,19 years,7,,HR,Yes,2012-08-19,Seattle
35.0,45961,10 years,8,Male,Sales,,2016-12-31,
37.0,44663,15 years,6,Female,Sales,Y,2019-12-15,
18.0,59942,0 years,10,Male,Marketing,N,2012-11-08,Seattle
,69024,25 years,5,,Marketing,Yes,2018-07-03,New York
36.0,44055,11 years,1,F,Marketing,Yes,2010-09-11,Austin
36.0,35562,17 years,5,Female,Marketing,Yes,2014-09-16,Boston
36.0,48396,17 years,7,F,Marketing,,2018-06-05,
40.0,40788,18 years,10,M,Engineering,Y,2020-05-18,New York
38.0,75051,13 years,10,M,HR,Yes,2021-05-07,Boston
30.0,54416,6 years,10,Female,Engineering,N,2013-09-12,Seattle
32.0,27693,14 years,10,Female,,N,2017-04-18,
40.0,41601,13 years,9,Female,Engineering,No,2012-09-10,Boston
48.0,46999,27 years,10,,,N,2016-05-13,Austin
34.0,49409,17 years,4,Female,,Yes,2023-08-21,Boston
41.0,50349,20 years,9,Male,HR,Yes,2023-10-02,New York
41.0,71263,17 years,2,M,Marketing,,2016-09-18,
35.0,25000,12 years,3,M,,,2021-10-29,
31.0,38128,6 years,3,Male,Sales,Yes,2018-11-24,
27.0,58057,10 years,1,Female,,Yes,2010-10-30,Seattle
34.0,25000,14 years,2,Male,Engineering,Yes,2020-03-23,Seattle
31.0,57910,6 years,4,Female,Marketing,,2018-06-03,Austin
23.0,34649,4 years,3,M,,N,2020-03-30,New York
45.0,58932,18 years,4,Female,HR,N,2019-02-12,Seattle
30.0,66541,10 years,3,M,Sales,Y,2022-12-16,Boston
30.0,31731,5 years,5,Male,Engineering,Yes,2014-04-08,Austin
35.0,36854,13 years,3,F,Engineering,Y,,Austin
31.0,30942,13 years,7,Female,Engineering,Yes,2022-11-17,Seattle
34.0,51136,13 years,1,Male,Sales,Yes,2015-07-19,New York
40.0,57705,18 years,3,Male,,Yes,2015-02-12,
24.0,25000,8 years,8,F,,Yes,2017-07-31,Boston
39.0,58924,16 years,3,M,HR,No,2023-11-29,
27.0,29594,9 years,1,,HR,Yes,2022-09-11,Austin
28.0,45201,2 years,6,,Engineering,Y,2020-07-03,Boston
28.0,50316,3 years,8,Female,Marketing,,2010-12-11,
23.0,58287,8 years,9,F,HR,Yes,2018-05-15,Austin
36.0,44452,15 years,10,,Engineering,No,2014-09-29,New York
43.0,64728,20 years,5,M,HR,Y,2011-06-07,
27.0,52631,5 years,5,M,Marketing,Y,2021-07-16,Boston
47.0,46502,22 years,2,,HR,Yes,2019-08-29,
34.0,41567,,2,Female,Marketing,Yes,2021-01-13,
37.0,53416,16 years,6,Male,HR,,2016-01-14,Seattle
29.0,51998,3 years,10,Female,Sales,No,2017-08-10,Seattle
23.0,26971,0 years,1,F,,Yes,2012-01-18,New York
33.0,25000,14 years,8,,Marketing,Y,2018-12-06,Boston
34.0,41425,15 years,2,M,,Yes,,Austin
40.0,59929,18 years,8,Female,Engineering,,2011-09-10,Seattle
48.0,25000,24 years,6,F,Sales,Yes,2023-11-21,Seattle
29.0,29801,3 years,1,Female,Engineering,,2013-05-19,
35.0,41138,12 years,5,Male,,Yes,2015-07-21,Seattle
42.0,76809,24 years,4,,,No,2016-01-17,New York
20.0,34927,0 years,4,,Sales,Y,2022-04-16,Austin
51.0,67273,29 years,3,Female,,Y,,New York
23.0,48639,2 years,4,F,Engineering,,2022-05-04,
38.0,56233,18 years,5,,,,,Boston
18.0,55496,0 years,4,F,Marketing,Yes,2020-08-03,Seattle
36.0,26140,19 years,7,M,,Yes,2022-12-07,Austin
24.0,35210,5 years,4,Female,HR,Y,2017-04-04,
29.0,25000,6 years,4,F,,Yes,2010-07-14,
37.0,61653,15 years,8,Male,Engineering,,,
36.0,69001,13 years,3,M,Engineering,,2019-06-23,
56.0,91705,37 years,4,Female,Marketing,No,2021-04-12,New York
42.0,62233,15 years,6,Female,,No,2013-01-24,Seattle
41.0,70223,20 years,10,M,Marketing,,2021-12-27,
38.0,48192,13 years,1,Female,Sales,No,2020-06-08,Boston
37.0,44549,11 years,9,Male,Engineering,Y,,Boston
43.0,55953,14 years,6,,,No,2017-09-21,New York
29.0,68157,5 years,3,Male,Sales,,2012-07-27,Seattle
24.0,26623,4 years,10,F,Marketing,Y,2018-10-25,Seattle
21.0,25000,0 years,1,Female,HR,Yes,,New York
26.0,40051,5 years,7,Male,Marketing,Y,2010-09-16,Boston
31.0,40641,7 years,10,Female,Marketing,Yes,2013-08-05,Boston
34.0,50902,8 years,7,Male,,No,2010-02-17,Seattle
25.0,52703,0 years,1,Female,Sales,Y,2014-11-17,Austin
32.0,55790,10 years,10,F,Engineering,,2022-12-03,New York
42.0,49101,24 years,6,M,Marketing,,,Boston
28.0,43222,1 years,7,Female,Engineering,,2014-07-15,
25.0,25000,6 years,3,Female,Sales,Yes,2012-06-14,Seattle
40.0,61076,19 years,8,M,Marketing,N,2019-01-11,New York
47.0,49876,22 years,4,Female,Marketing,,,New York
57.0,82576,32 years,5,,Sales,Yes,2016-02-27,Seattle
33.0,45264,17 years,10,Male,,Yes,2015-12-25,Seattle
25.0,27067,1 years,10,,,Y,2019-05-08,Austin
26.0,25000,6 years,3,Female,Marketing,Yes,2015-08-31,
31.0,26137,7 years,9,Male,,Y,2019-12-18,Boston
29.0,58414,3 years,1,,Engineering,Y,2018-05-13,Austin
38.0,51869,14 years,9,Male,HR,N,2013-05-02,New York
53.0,55646,33 years,6,,Marketing,,2022-11-17,
41.0,50876,21 years,6,Female,,Yes,2018-07-22,
24.0,26510,4 years,8,Female,,Y,2022-02-10,
20.0,29298,0 years,10,,Engineering,N,2022-05-09,New York
44.0,60050,21 years,9,M,Sales,No,2020-09-02,Boston
54.0,82609,33 years,9,M,Marketing,N,2018-09-15,Boston
32.0,49911,11 years,8,F,HR,Y,,Boston
39.0,53889,16 years,4,Female,Sales,Y,2016-03-13,New York
43.0,58398,19 years,4,Female,Engineering,No,2011-04-15,Seattle
35.0,67230,11 years,7,,Sales,Yes,2016-08-27,New York
28.0,25000,5 years,8,,,Yes,2023-08-09,Austin
29.0,68066,6 years,9,M,Engineering,Y,2022-03-29,Seattle
28.0,43472,9 years,10,,Marketing,Yes,2014-03-25,Boston
33.0,59478,11 years,4,F,HR,No,2010-07-06,Austin
31.0,42089,9 years,8,Female,Marketing,Y,2018-07-25,New York
43.0,49011,15 years,5,Male,HR,Yes,2021-06-29,Boston
44.0,46916,23 years,3,,Engineering,Yes,2012-10-11,Seattle
24.0,54140,0 years,10,Male,,No,2017-11-16,Boston
31.0,55530,13 years,2,M,,Yes,2014-10-08,New York
31.0,37830,11 years,10,Female,,,2016-07-31,Seattle
32.0,25000,7 years,3,,Marketing,Y,2022-11-24,Boston
18.0,25000,0 years,5,Male,Marketing,Yes,,
29.0,65239,12 years,10,,Sales,Yes,2019-01-18,
50.0,26258,29 years,3,Male,Engineering,No,2022-05-13,New York
39.0,25807,18 years,8,Male,HR,,2020-03-14,Seattle
38.0,36169,14 years,5,F,HR,Yes,2023-02-26,Austin
22.0,40750,3 years,5,Male,,No,2020-06-05,
24.0,25000,0 years,2,Female,Sales,Yes,2012-03-30,Boston
42.0,61177,15 years,6,F,,Yes,2018-02-27,
48.0,47393,28 years,2,,Sales,Yes,2010-06-13,Seattle
35.0,39668,13 years,3,M,HR,Y,2016-03-11,Seattle
44.0,38349,21 years,1,F,Engineering,Y,2016-09-17,
53.0,60213,30 years,5,Male,Marketing,No,2022-04-18,Boston
35.0,50793,11 years,3,Female,,Y,2020-12-30,
26.0,48340,4 years,6,Male,Marketing,,2021-07-14,New York
27.0,55505,2 years,5,M,HR,Yes,2020-02-08,
28.0,25000,11 years,10,Female,,Y,2022-09-24,
36.0,78755,14 years,4,Male,Marketing,,2012-04-14,Seattle
45.0,44484,22 years,7,,,Yes,2012-08-08,Seattle
41.0,53860,26 years,3,Male,HR,,2021-03-23,Seattle
37.0,57197,,6,Female,Engineering,Yes,2022-09-08,New York
41.0,54548,17 years,10,M,HR,No,2023-04-19,New York
28.0,46603,2 years,5,Male,Marketing,No,2022-12-20,New York
40.0,70021,22 years,1,F,Sales,Y,2020-08-11,Seattle
32.0,61863,8 years,2,M,Sales,,2021-03-02,Seattle
45.0,34273,26 years,6,Female,Marketing,No,2022-01-20,Austin
27.0,67317,4 years,8,M,Marketing,Y,2013-03-19,Boston
19.0,31060,,6,Female,HR,Y,2023-02-03,Boston
28.0,57428,9 years,4,M,Sales,Yes,2014-01-11,
37.0,55684,17 years,10,,Engineering,,2012-10-04,Seattle
32.0,55845,7 years,10,Female,Marketing,,2020-03-08,New York
38.0,34599,18 years,1,M,Marketing,Yes,2023-01-30,Boston
44.0,73418,20 years,3,Female,Marketing,Yes,2013-04-03,Austin
24.0,33319,1 years,6,Female,,Yes,2016-10-25,Austin
27.0,39111,,9,Male,Engineering,Y,2022-01-10,Seattle
44.0,63836,22 years,3,F,Marketing,No,2021-04-03,Boston
34.0,25028,7 years,3,Female,Engineering,,2016-04-14,New York
29.0,67720,10 years,4,M,Engineering,No,2010-03-20,Seattle
56.0,54265,35 years,4,Female,Engineering,No,2017-02-19,Seattle
44.0,46471,23 years,8,M,Marketing,Yes,2012-06-27,Boston
18.0,45427,0 years,7,Female,Marketing,Yes,2013-03-28,Seattle
28.0,30285,8 years,2,,HR,,2017-11-28,
25.0,25000,0 years,5,Female,HR,No,,
35.0,46924,12 years,1,Female,Sales,No,2016-10-10,Boston
41.0,56415,19 years,5,F,,Yes,2020-03-08,Boston
34.0,46492,13 years,6,Female,HR,No,2016-10-08,Boston
44.0,68392,20 years,6,Male,Sales,Yes,2017-01-28,New York
29.0,63906,7 years,5,F,HR,,2010-03-14,
33.0,36174,5 years,2,Female,HR,No,2023-04-27,Austin
37.0,54655,14 years,10,,Marketing,No,2012-01-13,Seattle
33.0,25000,21 years,2,,Marketing,Yes,2021-12-30,Austin
18.0,41468,0 years,2,M,HR,Y,2013-11-12,New York
40.0,43922,18 years,4,Male,Marketing,Yes,2014-10-17,Seattle
45.0,60394,,6,Male,HR,Yes,2017-01-17,Boston
24.0,39015,5 years,8,M,,N,2010-01-02,Austin
23.0,42909,2 years,4,F,,Y,2014-01-12,Seattle
46.0,45750,,5,M,,Yes,2021-11-30,
34.0,44529,14 years,2,M,HR,Yes,2018-12-29,
42.0,34359,25 years,7,F,,Y,2023-07-04,New York
35.0,53900,7 years,9,,Engineering,Yes,2021-09-28,
32.0,25000,10 years,2,M,Engineering,Y,2019-09-30,Boston
33.0,25000,14 years,7,M,Engineering,Yes,2017-02-04,Boston
31.0,33583,7 years,9,Male,HR,No,2011-11-06,Seattle
39.0,56517,16 years,10,F,Sales,Yes,2022-04-18,Boston
27.0,61153,6 years,10,Female,Sales,Y,2021-03-30,Seattle
30.0,30027,3 years,4,M,Marketing,Yes,2019-07-22,Boston
29.0,64075,11 years,2,M,Engineering,Y,,Austin
20.0,48314,,8,,Engineering,No,2019-05-12,
63.0,74826,40 years,1,,Engineering,N,2014-04-05,
23.0,30594,0 years,3,,Engineering,No,2018-11-19,Seattle
18.0,32582,0 years,8,,Sales,Y,2010-01-02,
41.0,51503,17 years,1,,Engineering,,2011-04-02,
32.0,46474,15 years,3,,,,,Seattle
39.0,33307,12 years,5,Female,Marketing,Yes,2023-06-20,
28.0,25000,10 years,9,Female,Sales,N,2015-05-30,New York
34.0,63444,12 years,9,Male,Engineering,,,Austin
38.0,35797,14 years,2,Male,Engineering,Yes,2020-08-23,New York
34.0,75138,9 years,1,,HR,No,2014-05-27,Seattle
25.0,42018,0 years,5,M,Sales,Yes,,Boston
30.0,50423,10 years,9,Female,Engineering,Yes,2022-04-01,Seattle
48.0,37243,29 years,10,Male,HR,No,2010-07-22,
45.0,53872,21 years,6,,HR,Y,2010-04-26,Austin
29.0,66140,9 years,7,,Engineering,Yes,2016-10-05,New York
60.0,71932,32 years,7,M,Marketing,Y,2011-08-16,Austin
18.0,25000,0 years,10,,Marketing,N,,Boston
26.0,26407,4 years,2,Female,HR,No,2018-12-06,Boston
26.0,67588,3 years,7,Male,Engineering,Y,2015-03-23,Boston
27.0,25000,3 years,10,Female,Sales,Yes,2014-06-11,
40.0,78451,19 years,1,Male,HR,Yes,2018-06-10,
45.0,54933,25 years,7,,Sales,Yes,2011-03-20,
35.0,34196,19 years,8,,Marketing,No,2019-11-05,
24.0,60114,0 years,10,,HR,No,2019-07-03,Austin
28.0,51447,10 years,1,Female,Marketing,N,,Boston
49.0,56017,24 years,2,Male,,Yes,2022-10-16,
53.0,72417,29 years,6,F,Sales,Yes,,
36.0,62182,18 years,9,Male,Engineering,Y,2018-02-12,New York
38.0,43379,14 years,4,Female,Marketing,No,2017-03-02,
30.0,46930,8 years,2,F,Sales,N,2018-05-29,New York
22.0,57357,0 years,3,Female,Sales,No,2012-03-27,New York
26.0,36177,2 years,6,,HR,,2020-08-10,New York
19.0,25000,0 years,7,,HR,N,2020-03-02,Seattle
18.0,25000,0 years,2,,Marketing,Yes,2011-03-22,New York
41.0,68678,17 years,3,F,Engineering,,2016-11-07,New York
31.0,49919,10 years,7,Female,Engineering,Yes,,Austin
40.0,77514,17 years,3,Female,HR,Yes,2015-01-22,
27.0,51985,5 years,3,Male,Engineering,No,2022-05-24,Austin
49.0,61056,33 years,10,Male,HR,No,2019-02-16,Boston
27.0,25000,4 years,8,Female,Sales,Yes,,Austin
33.0,54341,15 years,7,F,Engineering,N,,Seattle
55.0,77302,37 years,10,M,Sales,Y,2020-11-06,Boston
50.0,70478,30 years,10,Female,Marketing,,,Austin
39.0,77271,12 years,2,Female,,Yes,2010-08-27,
33.0,66508,14 years,2,Female,Sales,Yes,2014-11-15,Boston
21.0,53552,0 years,3,F,Marketing,No,2013-08-05,Seattle
35.0,69809,16 years,3,Male,Sales,Yes,2022-02-10,Austin
42.0,63451,21 years,10,M,HR,No,2014-10-13,Austin
19.0,39169,0 years,3,M,HR,No,2011-12-15,Seattle
44.0,65430,24 years,9,Male,Sales,,2017-08-11,
40.0,94362,17 years,2,F,HR,N,2018-07-18,Boston
33.0,38238,12 years,9,Female,Sales,Yes,2022-08-09,Boston
25.0,39791,3 years,5,F,,Yes,2022-01-27,Seattle
43.0,48987,23 years,9,Male,Marketing,Y,2018-10-09,Boston
28.0,46789,7 years,5,Female,Engineering,Yes,2019-09-23,Austin
26.0,32247,4 years,6,Female,,Y,2011-02-19,Seattle
53.0,61982,30 years,2,,Sales,,2023-08-06,Austin
20.0,25000,0 years,4,,Engineering,,2021-09-15,Austin
37.0,66352,11 years,1,,Engineering,,2019-09-01,New York
45.0,70791,29 years,2,Male,Engineering,Y,2023-02-06,New York
29.0,82231,7 years,4,Female,Engineering,Yes,2017-09-01,Seattle
40.0,47123,18 years,10,Male,,N,2023-11-02,New York
,26414,7 years,2,Male,Marketing,Y,2013-10-06,Boston
38.0,44013,18 years,10,M,Engineering,Y,2022-05-06,Seattle
40.0,58435,11 years,2,,Engineering,Y,2021-07-25,
34.0,51510,11 years,7,Male,Marketing,,2023-05-25,Boston
38.0,50794,15 years,5,Male,HR,Yes,2011-06-20,Austin
26.0,39523,0 years,5,Female,HR,,2011-08-12,
46.0,59319,24 years,6,F,HR,,2019-06-11,Boston
25.0,25000,0 years,7,F,,Yes,2022-12-18,
40.0,33511,17 years,6,Male,HR,Yes,2019-02-27,Seattle
32.0,52440,8 years,6,M,Marketing,Yes,2015-05-11,New York
37.0,63078,17 years,4,Male,Sales,Y,2010-08-09,Austin
42.0,79288,20 years,7,M,Engineering,,2022-07-04,Seattle
42.0,59790,16 years,8,Female,Marketing,Yes,2018-01-18,New York
34.0,27071,11 years,2,,Marketing,Yes,2010-06-04,New York
35.0,49220,,6,Male,Sales,N,2012-05-15,
42.0,42464,21 years,3,Male,,Y,2012-04-08,
45.0,37576,20 years,4,Male,Engineering,No,2018-01-02,
45.0,70617,20 years,6,,Sales,Yes,2018-01-19,
25.0,54362,0 years,4,Female,,,2021-01-30,Austin
28.0,25000,6 years,4,Female,HR,Y,,
19.0,46582,0 years,6,Male,Sales,Y,,New York
39.0,61903,13 years,10,Male,Engineering,No,2018-12-28,New York
47.0,59828,23 years,4,F,Sales,Y,,Austin
23.0,25035,2 years,7,M,HR,Y,2021-02-13,Seattle
33.0,30483,10 years,2,Female,Sales,No,2015-05-27,Boston
26.0,48427,3 years,10,,Sales,,2021-05-03,Seattle
22.0,25000,4 years,7,M,,Yes,2017-06-13,Seattle
49.0,51552,24 years,5,Male,Engineering,Y,2022-05-03,New York
34.0,53538,12 years,1,M,Marketing,,,Seattle
27.0,25000,2 years,5,Male,Marketing,,2021-06-23,
40.0,51085,23 years,10,Male,Sales,,2014-11-26,
21.0,25000,0 years,4,Male,Sales,No,2011-02-14,
53.0,54644,25 years,9,M,Sales,Yes,2022-11-21,New York
41.0,61826,18 years,3,M,Engineering,Yes,2020-11-14,Austin
56.0,66592,37 years,4,M,HR,,,Seattle
39.0,38371,14 years,4,Female,Marketing,,2012-06-02,Austin
33.0,34111,9 years,6,F,HR,Yes,2018-11-09,
39.0,25000,17 years,9,Male,Marketing,Yes,2020-03-07,
33.0,34875,13 years,8,Female,Engineering,,2010-06-29,New York
45.0,25000,27 years,8,F,Sales,No,2022-08-04,
62.0,64924,40 years,1,,HR,No,2017-09-15,New York
28.0,29178,8 years,6,F,Sales,No,2019-03-27,Seattle
20.0,38847,0 years,10,F,Sales,Yes,2020-07-13,
42.0,58397,21 years,1,,HR,Yes,2023-01-09,Boston
46.0,64695,20 years,2,F,HR,,2010-09-08,Seattle
27.0,25000,4 years,5,Female,HR,No,2020-12-23,Boston
21.0,31446,0 years,1,Female,HR,Yes,,Austin
35.0,25000,11 years,5,Female,HR,Y,2011-12-23,Boston
31.0,49525,9 years,10,Female,Sales,Yes,2017-03-11,
42.0,54617,22 years,4,Male,Sales,Y,2019-11-20,Boston
33.0,41503,8 years,7,Male,HR,Yes,2018-10-27,Austin
39.0,54863,16 years,4,,Sales,Yes,2017-09-04,Seattle
31.0,70259,5 years,9,M,Sales,Yes,2014-03-20,Seattle
60.0,67650,40 years,7,,Engineering,Yes,,Austin
20.0,30809,0 years,2,Male,HR,No,2010-05-30,Austin
38.0,53536,13 years,10,Male,Marketing,N,2017-09-02,
36.0,57800,10 years,8,,Engineering,Yes,2017-09-30,Austin
25.0,37308,0 years,4,M,HR,No,2017-03-21,
43.0,69527,19 years,3,F,Marketing,Y,2013-03-15,New York
31.0,48944,6 years,10,Male,Sales,Yes,2018-07-01,Seattle
19.0,58308,0 years,3,Female,HR,Y,2016-04-08,
37.0,38359,,9,Male,Marketing,Yes,2023-08-14,
27.0,25000,8 years,2,M,Engineering,Yes,2022-10-31,Boston
34.0,33853,14 years,8,Female,Marketing,,,New York
35.0,35844,8 years,10,Female,Marketing,Y,,New York
49.0,60307,27 years,7,F,Engineering,Y,2017-12-09,Austin
45.0,48177,24 years,5,Female,Engineering,N,,Austin
47.0,58431,31 years,5,Male,Marketing,Yes,2021-03-10,Seattle
20.0,25000,,6,Male,Marketing,Yes,2012-04-03,
39.0,75737,,10,F,Sales,Yes,2018-01-15,New York
34.0,57052,11 years,3,Male,Engineering,Yes,2013-06-27,New York
23.0,33763,2 years,5,Female,HR,Yes,2020-02-24,Seattle
37.0,33172,15 years,2,M,Marketing,Yes,,Boston
38.0,38918,16 years,10,Female,Engineering,,2010-03-08,Austin
33.0,71409,10 years,2,Male,Marketing,Yes,2020-11-24,Boston
31.0,51150,5 years,5,M,,,2016-06-18,Austin
21.0,25000,0 years,5,,HR,No,2012-03-02,Seattle
27.0,41895,3 years,3,,,Yes,2023-06-27,New York
38.0,63097,16 years,2,Male,Engineering,Y,2013-01-18,Boston
29.0,36399,6 years,1,M,Marketing,Y,2013-09-04,Boston
33.0,33398,9 years,8,F,Sales,No,2017-08-17,Boston
32.0,55456,11 years,3,Female,,Y,2013-02-17,
18.0,32806,0 years,4,Male,Sales,Y,2017-01-15,Seattle
53.0,56897,26 years,6,Female,HR,Yes,2011-10-05,Austin
35.0,55699,12 years,8,Female,HR,N,,Boston
52.0,70680,27 years,8,M,,Y,2020-03-19,New York
30.0,25000,5 years,5,,Marketing,,2014-02-02,
38.0,48998,13 years,8,Female,Engineering,No,2022-06-06,Seattle
24.0,37351,,2,,Marketing,,2013-12-02,Seattle
46.0,53493,26 years,5,Male,HR,Y,2018-11-04,Austin
,42502,6 years,5,Female,,Yes,2014-03-16,Boston
33.0,33515,,2,Female,HR,No,2015-09-03,Austin
25.0,47283,0 years,2,Female,HR,N,2020-12-31,Boston
51.0,42506,26 years,5,M,,Y,2023-05-22,Boston
32.0,27670,15 years,8,Female,Marketing,No,2022-06-29,Boston
29.0,45171,7 years,5,M,,Yes,,New York
37.0,37351,9 years,3,Female,HR,N,2016-11-30,New York
32.0,56049,7 years,3,M,Marketing,Yes,2014-01-19,
26.0,30621,0 years,5,M,Engineering,Y,2014-07-11,New York
49.0,68389,,3,,Engineering,Y,,Boston
22.0,25000,0 years,7,F,Marketing,Y,2013-10-29,Austin
46.0,49004,23 years,9,Male,,Yes,2021-10-17,Seattle
41.0,80943,21 years,4,F,HR,Yes,2020-12-25,Austin
33.0,51198,15 years,6,Male,,Y,2018-07-12,Seattle
40.0,25000,22 years,3,Male,,,,
21.0,55804,3 years,5,Female,Sales,Yes,2013-05-02,Seattle
31.0,49039,8 years,4,Female,Sales,Y,2020-02-20,Austin
39.0,57551,16 years,5,Male,HR,,2017-02-02,Austin
39.0,42611,18 years,3,Male,HR,N,2019-09-11,Boston
30.0,25000,8 years,1,F,,Yes,2023-10-23,
34.0,61642,10 years,10,,,Yes,2018-11-14,Austin
22.0,25930,2 years,7,,,Y,2020-07-19,Austin
44.0,42911,19 years,8,F,,Yes,2013-02-24,
19.0,31167,2 years,7,,Engineering,N,,
25.0,33447,1 years,7,F,HR,,2023-10-13,Seattle
23.0,25000,0 years,5,Male,Engineering,,2012-12-26,Austin
37.0,30745,18 years,6,Male,,Y,2019-11-26,Seattle
30.0,49143,15 years,5,M,,N,2013-10-25,
28.0,56630,2 years,3,Male,Sales,Y,,Austin
64.0,78353,,10,M,Marketing,,,New York
18.0,42588,0 years,7,Female,HR,No,,New York
22.0,43677,4 years,8,M,Marketing,Y,2023-04-15,Seattle
31.0,43672,8 years,1,Male,Marketing,No,2023-11-16,Austin
32.0,25000,10 years,10,Female,Marketing,Y,2017-11-06,New York
35.0,55230,15 years,2,Female,Marketing,No,2013-12-21,Austin
32.0,25000,8 years,10,Male,HR,N,2019-06-18,Austin
55.0,49443,30 years,4,F,Engineering,Yes,2014-05-14,Boston
20.0,36162,0 years,1,Female,,Y,,New York
26.0,32978,0 years,4,Female,HR,Y,2015-11-27,Austin
39.0,37241,15 years,9,Male,Marketing,Yes,2018-08-18,
59.0,69252,36 years,6,F,Engineering,Y,2021-12-24,
18.0,25000,0 years,5,Female,,,2020-07-30,New York
40.0,55829,17 years,6,Female,Engineering,Y,2019-03-21,Austin
18.0,25000,0 years,2,Female,HR,N,,New York
21.0,48406,1 years,7,F,Engineering,Y,2010-05-14,New York
34.0,29670,13 years,7,,,Y,,Seattle
37.0,57945,14 years,9,,HR,,2013-02-03,Boston
31.0,40157,8 years,9,,Engineering,,2018-12-28,Boston
35.0,65112,15 years,2,,HR,Yes,,New York
40.0,54495,19 years,3,F,Marketing,Yes,2011-02-27,New York
47.0,68559,23 years,9,F,Engineering,Yes,2011-03-11,Seattle
50.0,71276,29 years,3,F,Sales,,2015-09-28,Austin
20.0,25000,0 years,1,M,Marketing,,2013-02-07,Boston
50.0,61737,28 years,4,Female,Sales,Yes,,Boston
29.0,46492,0 years,6,Female,Sales,Yes,2019-01-03,New York
31.0,30704,10 years,6,Female,Engineering,Yes,2015-09-23,Boston
60.0,56421,32 years,10,F,HR,Yes,2020-08-15,Boston
32.0,56827,10 years,9,Male,Marketing,Yes,2010-01-17,Boston
43.0,65737,24 years,3,Female,,N,2016-07-15,Seattle
21.0,49800,0 years,9,,Engineering,,2013-06-05,Boston
38.0,52306,15 years,6,Male,HR,Yes,2013-04-16,
24.0,43872,0 years,7,,Engineering,Yes,2022-09-21,
55.0,58605,37 years,2,Female,,,2011-02-07,
38.0,58569,22 years,7,,Engineering,Y,2022-04-14,
39.0,51230,17 years,3,F,,Yes,2010-09-18,Austin
44.0,50206,22 years,6,Female,Engineering,N,2022-02-02,Seattle
,50860,13 years,9,Male,,No,2019-08-20,
,48394,5 years,9,,Engineering,Yes,2020-10-04,New York
37.0,51005,13 years,2,Male,,Yes,2023-07-03,New York
26.0,47374,6 years,5,F,Sales,Y,2015-09-07,Austin
23.0,52693,4 years,10,F,HR,Yes,,Boston
45.0,59763,24 years,4,Female,,Y,2020-07-17,Boston
31.0,73044,9 years,7,Male,,Yes,2019-11-28,Austin
22.0,49321,0 years,3,F,HR,Yes,,Austin
18.0,36531,0 years,5,Male,Marketing,Yes,2018-05-09,Boston
36.0,25000,16 years,6,F,Sales,,2022-12-28,Boston
45.0,69706,23 years,1,M,Engineering,Y,2015-08-16,
42.0,40531,,7,M,HR,Yes,2017-07-01,Seattle
31.0,38606,11 years,2,,Sales,Yes,2011-06-11,Seattle
38.0,86613,22 years,1,Male,Engineering,No,2015-02-26,Boston
53.0,39216,25 years,2,Female,Engineering,,2019-06-04,New York
49.0,85184,22 years,6,F,HR,Yes,2017-06-06,Seattle
44.0,66810,19 years,10,Male,,Y,2019-07-06,Boston
36.0,39339,13 years,7,Female,,Yes,2010-08-25,New York
44.0,75737,20 years,8,M,Sales,Yes,2010-12-09,Boston
49.0,60123,27 years,9,,HR,Yes,2019-04-30,Boston
52.0,72993,34 years,10,,Engineering,Y,2019-11-25,Austin
19.0,45069,0 years,8,Male,Sales,Yes,2015-04-16,Austin
39.0,74119,24 years,3,F,HR,No,,Seattle
40.0,58204,21 years,7,Female,Engineering,Y,2023-02-07,Austin
25.0,32429,7 years,10,Female,HR,Y,2018-04-12,New York
24.0,39015,5 years,8,M,,N,2010-01-02,Austin
27.0,28710,4 years,9,M,,Y,2017-04-08,
35.0,38313,16 years,4,F,Marketing,Y,2021-10-05,Austin
25.0,36357,1 years,1,F,Engineering,No,,Boston
30.0,40701,7 years,7,Male,Sales,No,2015-11-11,Austin
37.0,52262,15 years,5,Female,Engineering,,2022-10-30,Boston
